67,79
68,80
69,81
70,82
71,83
72,84
73,85
74,86
75,87
136,159
137,159
138,159
139,159
140,159
141,159
142,159
143,159
144,159
145,159
146,159
147,159
260,272
261,273
262,274
263,275
264,276
265,277
266,278
267,279
268,280
269,281
270,282
271,283
272,284
273,285
274,286
275,287
276,288
277,289
278,290
279,291
280,292
281,293
282,294
283,295
284,296
285,297
286,298
287,299
288,300
289,301
290,302
291,303
292,304
293,305
294,306
295,307
296,308
297,309
298,310
299,311
300,312
301,313
302,314
303,315
304,316
305,317
306,318
307,319
308,320
309,321
310,322
311,323
312,324
313,325
314,326
315,327
316,328
317,329
318,330
497,509
498,510
499,511
501,513
678,690
679,691
680,692
681,693
682,694
683,695
684,696
685,697
686,698
687,699
688,700
689,701
690,702
691,703
692,704
693,705
694,706
695,707
696,708
697,709
698,710
699,711
700,712
701,713
702,714
703,715
704,716
705,717
706,718
707,719
708,720
709,721
710,722
711,723
720,740
721,737
722,735
723,735
724,736
725,737
726,738
727,739
728,740
729,741
742,754
743,755
744,756
745,757
746,758
747,759
748,760
761,773
765,777
766,778
767,779
768,780
769,781
770,782
771,783
784,796
785,797
786,798
787,799
788,800
789,801
790,802
791,803
792,804
793,805
794,806
795,807
796,808
797,809
798,810
799,811
800,812
801,813
802,814
803,815
804,816
805,817
806,818
807,819
808,820
809,821
810,822
811,823
812,824
813,825
814,826
815,827
816,828
817,829
818,830
819,831
820,832
821,833
822,834
823,835
824,836
825,837
826,838
827,839
828,840
829,841
830,842
831,843
832,844
833,845
834,846
835,847
836,848
837,849
838,850
839,851
840,852
841,853
842,854
843,855
844,856
845,857
846,858
847,859
848,860
849,861
850,862
851,863
852,864
853,865
854,866
855,867
856,868
857,869
858,870
859,871
860,872
861,873
862,874
863,875
864,876
865,877
866,878
867,879
868,880
869,881
870,882
871,883
872,884
873,885
874,886
875,887
876,888
877,889
878,890
879,891
880,892
881,893
882,894
883,895
884,896
885,897
886,898
887,899
888,900
889,901
890,902
891,903
892,904
893,905
894,906
895,907
896,908
909,921
910,922
911,923
912,924
913,925
984,996
985,997
989,1008
990,1008
991,1007
992,1006
993,1006
994,1006
995,1007
996,1008
997,1009
998,1010
1029,1068
1030,1060
1031,1059
1032,1047
1033,1045
1034,1046
1035,1047
1036,1048
1037,1049
1038,1050
1039,1051
1040,1052
1041,1053
1042,1054
1043,1055
1044,1056
1045,1057
1046,1058
1047,1059
1048,1060
1049,1061
1050,1062
1051,1063
1052,1064
1053,1065
1054,1066
1055,1067
1056,1068
1057,1069
1058,1070
1059,1071
1060,1072
1061,1073
1062,1074
1063,1075
1064,1076
1065,1077
1066,1078
1067,1079
1068,1080
1069,1081
1070,1082
1071,1083
1072,1084
1073,1085
1074,1086
1075,1087
1076,1088
1077,1089
1078,1090
1079,1091
1080,1092
1105,1117
1106,1118
1107,1119
1108,1120
1109,1121
1110,1122
1111,1123
1112,1124
1113,1125
1114,1126
1115,1127
1116,1128
1117,1129
1118,1130
1119,1131
1120,1132
1121,1133
1122,1134
1123,1135
1124,1136
1125,1137
1126,1138
1139,1151
1140,1152
1141,1153
1142,1154
1143,1155
1144,1156
1145,1157
1146,1158
1147,1159
1148,1160
1149,1161
1150,1162
1151,1163
1152,1164
1153,1165
1154,1166
1155,1167
1156,1168
1157,1169
1158,1170
1159,1171
1160,1172
1161,1173
1273,1285
1274,1286
1275,1287
1276,1288
1277,1289
1279,1291
1280,1292
1281,1293
1282,1294
1283,1295
1284,1296
1285,1297
1286,1298
1287,1299
1288,1300
1289,1301
1290,1302
1291,1303
1292,1304
1293,1305
1294,1306
1295,1307
1296,1308
1297,1309
1298,1310
1300,1312
1301,1313
1302,1314
1303,1315
1304,1316
1305,1317
1306,1318
1415,1428
1416,1428
1417,1429
1418,1430
